,sentence
1144,"다짐한 것도 이때 쯤. 점점 대회에서 좋은 결과를 거두자 프로 게이 머가 되겠다는 욕심도 늘었고, 결국 부모님의 반대를 무릅쓰고 끝내 설득해서 공부와 병행하면서 게임을 하겠다는 약속을 했고, 실제로 그걸 지켰다."
1145,그러니 MSL만 욕하자 여담으로 훗날 이제동의 인터뷰에서도 이 영호의 그러한 발언에 대해 본인은 억울하다고
1146,"당대 최강의 컨트롤과 병력 운용, 빌드 짜기, 심리 전, 센스, 멀티 테스 킹 등 기본기까지 탄탄하게 갖추었고 물량, 전략과 운영, 개념과 피지 컬, 판단력 모두를 갖춘 완성형 저 그 중 하나. [77] 여기에 본인의 엄청난 노력과 승부욕, 자신감과 매우 공격적인 플레이 스타일까지 더 해져 굉장히 볼거리가 많은 경기를 만들어 낸다."
1147,"말할 정도. 스타 크래프트 이외에 다른 것은 눈에 들어오지도 않았으며, 07년 우승 때는 손가락이 부러져 라 연습했다 말할 정도로 지독한 연습벌레. 승부욕도 강하고 자존심도 쎄서 지면 분한 걸 참지 못해 연습실로 달려가야 분이 풀리는 스타일이었다고."
1148,"개인 방송의 본방 채팅 관리는 스타 크래프트 BJ 중에서 가장 클린한 편에 속하며, [120] 게임 상황 등 방송과 관련된 물음에는 매니저가 친절히 답해 준다.2016"
1149,그리고 마지막 7 세트 에이스 결정전에서 이제 동은 김성 현과 재대결을 펼쳐 설욕하였고 끝내 팀을 결승으로 이끌어냈다.
1150,경찰 진입을 막다가 형사들에게 강제로 끌려 나가는 김영삼 신민당 총재. 참고로 신민당 사에서 상도 동 자택으로 끌려가는 동안 형사들에게 모욕적 언사를 들어가며 구타를 당했다고
1151,썸 네 일이나 워크 샵 컨텐츠를 보면 대부분이 둠 피스트 능욕당하는 장면이 나온다.
1152,제 발 해킹 없는 클린한 로 블록 스가 만들어 졌으면 좋겠네요...
1153,쉴 드치는 의견 중립 박자는 의견 그리고 해커라고 다짜고짜 욕하는 반응이다.
1154,제 발 해킹 없는 클린한 로 블록 스가 만들어 졌으면 좋겠네요...
1155,"ex) 아 옳옳옳!!, 범인은 아옳 임, 아옳옳이 아 옳로 아옳옳해서 죽인 거 임. 시 벌 탱, 슈 발 : 처음에는 시청자들이 욕을 해 달라고 했을 때 욕을 한 게 시벌탱과 슈 발이다."
1156,하지만 욕이 기분 나쁜 욕이 아니라 정말 귀엽게 말을 해서 시청자들도 거부감 없이 듣거나 오히려 더 좋아하고 귀여워 한다.
1157,가끔 실수로 현실에서 친구들에게 사용하여 욕을 먹기도 한다고 한다.
1158,찹또 삐 시청자들이 과하게 놀리거나 타 스트 리머들과 다투거나 주로 코 렛트 와의 유 딩 싸움 자신이 게임을 하다가 기분이나 의욕이 다운되면 종종 삐진다.
1159,"다만, 순수 악이라는 별명이 욕이라고 느끼는 듯 하니 많이 쓰지 않는 게 좋다."
1160,타 스트 리머 방에서는 공대냄새라고 욕먹을 가능성이 높은 공대용어 [13] 나 공대 개그를 이 스트 리머 방송에선 굉장히 자주 볼 수 있다.
1161,"걱정하며 응원하는 시청자의 모습도 종종 보인다 쳤여 러 변화 [14 ]를 거쳤고, 아직도 방송 초기의 클린한 채팅 창이 어느 정도 유지되고 있다."
1162,"반말하지 말기 2. 심한 욕, 성 드립 하지 말기 3. 친목 금지( 닉 언 금지), 타스 트리 머 언급 금지 4. 색깔 채팅 , 도배 금지 5. 과도한 싹 둑이 사용 금지! 6. 술, 담배 드립 금지 심플하지만 트위 치에선 어느 스트리머의 방을 가더라도 기본적으로 지켜야 할 매너들이다."
1163,"하지만 평소에는 1일 1호 구마 기본적으로 피지 컬 이나 게임 센스도 좋은 편이지만, 스트 리머 본인도 승부욕과 근성이 높다 보니 이와 시너지가 맞물려서 더 좋은 모습을 보여준다."
1164,"즉, 특정 상황의 리트 라이가 가능한 경우 승부욕과 평 타 이상의 피지 컬 덕에 어떻게 든 클리어하며 두뇌 회전이 요구될 경우 좋은 모습을 보여주지만, 사람들 끼리의 경쟁이 주가 되는 게임이나 오랜 시간 공부나 연습이 필요한 게임은 대부분 초보수준의 실력이다."
1165,어디서든 어 그로를 끌 수 있는 소중한 이모 티 콘. 2018년 2월 이후 심한 욕 티 콘으로 대체되었다
1166,롤 갤 식 아프리카 스타일 설명도 보자. 욕설은 주의. 이런 스타일의 근본 적인 원인 이자 패인은 결국 경험 부족이다.
1167,지식에 대한 욕구와 관심이 많으며 특히 지적인 자극을 주는 새로운 아이디어에 높은 관심을 가지고 있다.
1168,일은 일대로 하고 욕은 욕대로 먹을 수 있다.
1169,지적 욕구가 강하다.
1170,쌍 베 본인은 채팅규정에 따라 진은 검들 만 밴을 한다고 주장하지만 아무도 믿지 않으며 실제로 똑같은 발언도 방장의 기분에 따라 살거나 바로 쌍 욕과 함께 밴을 당하는 등 왔다갔다 하는 일이 잦다.
1171,고 악성 채팅 읽어 주곤 짜증 내고 욕하면서 밴 하면 괜히 재밌게 보고 있던 애먼 시청자들도 기분이 확 나빠진다 '며 맘에 들지 않아 하는 사람도 있다.
1172,"했으나, 다행히(?) 옥 자가 서포터로 참가하고 옥자의 매운맛이 모두 소우릎한테 향하면서 쌍 베가 욕을 먹는 상황은 없었다."
1173,"컨디션이 좋을 때는 게임 내내 오브젝트를 쓸어 오는 든든한 정 글러 이지만, 간혹 의도치 않은(?) 뇌 절을 해서 욕을 먹는다."
1174,"이 경기에서 패배 한 쌍 베는 서 새봄이 지정한 벌칙에 따라 3가지 키워드( 새봄 공주, 벌레, 경기 소감) 을 포함한 반성문을 작성하고 방송에서 낭독하였고, 의기양양한 서 새봄은 카노사의 굴욕을 묘사한 그림을 직접 그려서 쌍 베에게 보여주며 패배 낭독을 받아냈다."
1175,"하나는 지금까지 쌍 베에게 억울함을 호소했던 것이 모두 거짓이었다는 것, 두 번째는 "" 누가 키워 줬는데"" 라는 발언 [46 ]에서 드러나듯 뒤에서 쌍 베를 자기 아래로 취급하고 쌍 베가 보낸 수 많은 치킨 중 두 마리를 안 보냈다며 다소 찌 질하게 욕한 것, 마지막은 진실이 밝혀지고 쌍 베에게 "" 죄송합니다"
1176,"해도 개인끼리 해결할 수 있는 문제를 쓸데없이 키운 점, 글 전체에 쌍 베에 대한 노골적인 적대감과 악의를 가지고 행동했음에도 오해였다는 식으로 사건을 무마하려고 했다는 점, 본인이 먼저 사소한 사건을 키워 놓고 쌍 베에게 사과 문을 작성하라는 다른 유저들에게 욕설과 함께 ' 당사자들 끼리"
1177,2019 옵드 컵 이후의 크러스티와 더불어 샌쇽이 욕을 먹는 데에 가장 큰 지분을 차지하고 있다.
1178,골 플 다스 크림에 들어가서는 천상계는 안 껴 준다는 방장에게 욕을 시전하거나 적으로 만난 같은 팀인 라스칼을 위도 우전에서 이겼다고 조롱하였고 라스칼이 화가 났음에도 불구하고 눈치를 못 채는 둔한 모습을 보였다 2020년 4월 25일 발로 란트 사건 및 스크림에서 일어난 욕설에 대한 사과 영상이 올라왔다.
1179,"컨셉, 랜덤 스쿼드 특성 상 팀원들에게 욕도 자주 먹고 성대 모사 또한 성대에 무리가 온다."
1180,"유 튜브에 올라온 영상을 보면 이러한 컨셉을 잡으며 게임하는 수 진이에게 시비를 걸거나 종종 욕설을 퍼붓는 무개념 유저들이 많이 있는데, 자신의 취향에 맞지 않거나 시끄럽다고"
1181,욕설을 퍼붓는 건 방송인에게 상처를 주는 행위이므로 혹여 나 우연히 방송 중인 수진이를 만난다면 적절한 리액션과 친절한 플레이로 방송에 도움을 주지는 못 하더라도 최소 방해는 하지 말자. 방송에서 보여 지는 성격은 의외로 다혈질이다.
1182,"미국이나 유럽이나 브라질 [20], 일본에서도 욕은 들을지언정 망하진 않았다."
1183,"할 사람도 없기 때문에, 동시대의 AOS 게임이나 오버워치처럼 게임을 하다 욕을 먹을 이유가 없는 것도 장점이다."
1184,조 디 악: 나이 차가 큼에도 불구하고 서로 욕을 하며 동갑내기 친구 같은 모습을 보여준다.
1185,[106] 인생 낭비 전문방송 욕설이 다소 많은 방송이며 방송시간은 랜덤이지만 아침방송이 잦다.
1186,그런 데 가격이 터무니 없이 비정상적이라 욕을 먹고 있다.
1187,드디어 배틀 그라운드 파트너 BJ가 되었다!! 확 킬 충( 사람들이 처음에는 욕했지만 이재는 확 킬 송도 나온다.)
1188,바 견이 키우기 바 견이 코만 지기 [28] [29] 바 견이 목욕시키기 바 견이 견 착하기 바 견이 집어 던지기 바 견이 가방에서 구독자들 물건 나오기 [30] 바 견이 한테 호통치 기 바 견이 집어던지고 다시 주어 오기. 이상한 짓하고 편집자한테 편집 하라고 화내기. [31] 절대 편집 안하는 편집자 안 티 팬 아트 보기. 바 견이 탈 쓰고 짖어 대기 바 견이랑 참 참참 하기 바 견이랑 가위바위보하기 인형 이겨 놓고 엄청 좋아한다.
1189,최근 영상으로는 2019년 둠 피스트 굴욕 데스 매 드무비가 있다.
1190,전자로 유명한 것은 의 문의 갤 주님 행과 록 맨 고인 능욕이고 후자로 유명한 것은 충격의 팅 글이다.
1191,"보통 연은 착하고 예쁘지만 게임을 못하고, 두는 욕도 잘하고 게임도 잘하는 인격을 의미한다."
1192,방종과 욕망 사이( 눈 갱주의) 여담으로 원래 근육을 좋아하지 않았으나 죠죠를 접하면서 근육 형 몸매에 눈을 뜨게 되었다고
1193,"터 리 분위기보다는 중세 판타지 쪽을 좋아하며, 복잡하게 머리 써야 하는 게임, 잔인한 게임, 욕설이 많이 들어간 게임은 좋아하지 않는다고"
1194,[26] DRX 연습생 출신 [27] 잘하는 선수인데 악플을 많이 받는 모습이 자신이 억 까 들 에게 욕을 먹는 것 같아서 정이 간다고. [28] 이 현상을 정확히 설명하자면 KT의 내부 사정 이슈보다는 그리핀 시절부터 씨 맥을 지지하여 씨 맥의 소속 팀을 지지하는 팬들 중 몇몇은 씨 맥과 같은 팀에 있던
1195,성격은 평범하고 착한 편. 영상에서 욕을 거의 하지 않는다.
1196,"가장 심한 욕이 ' 미친' 일 정도. [15] 영상 업 로드 시간은 평일, 주말 오후 3시이다."
1197,나 핑크는 욕조에서 대화도 중 새 토리는 나 핑크에게 정말 친해 지고 싶으면 친구해도 된다고 말했다.
1198,"화: 입양 춘향전 ep.1 학교 시작 날, 머 더 섬 선생님은 춘향전의 대한 연극을 할려고 이야기를 들려주었다 역할을 정하려 던 도중 춘향이의 역할이 갈리고 만다 나 핑크는 욕심이 가득 하여 대본 연습을 하지만 나 핑크의 엄마 때문에 혼나고 만다."
1199,"주지 (가 챠 온라인): 지지의 또 다른 여동생, 버니의 미용실에 자주 등장하고, 복수를 잘하고, 욕심이 있다."
1200,빠상을 영어로 한 bbasang 채팅어 자체가 로 블 록스에서 부적절하다 새 토리가 빠상보다 인기가 더 많다 방송에서 가장 심한 욕은 젠장 하고 씨.. 라는 욕이다.
1201,심한 욕은 두 번밖에 안했다.
1202,핑크라는 인물로 새 상이들이 단체 욕을 하는 사건이 일어났다.
1203,다행히 현재는 새벽에도 방송을 키는 등 방송시간이 매우 자유로 워진 것으로 보아 부모님과 잘 합의가 된 듯. 간 애: 투보를 통해 친해진 사람. 마크 합방을 통해 망 개에게 욕을 잘하는 법을 가르쳐 주었다(...). 견 자희: 단체 합방에서 둘이 같이 있는 경우가 꽤 있으며 [12] 견자희가 방송 중에 자주 망 개의 염소 성대 모사하는 모습을 볼 수 있을 정도의 친분이다.
1204,욕을 잘 안한다.
1205,하지만 방송에서 롤을 할 때 자신도 모르게 욕이 튀어나오는 경우가 있다.
1206,그리고 사이버 펑크 2077에서 주인공 남성 V를 맡으면서 찰진 욕 연기를 선보이기도 했다.2016
1207,"랭크에서 스트레스를 받으면 파마기사, 어 그로 술사 같은 어 그로 덱을 양심을 팔고 돌리기 시작하는데, 그럴 때마다 시청자들이 욕을 해도 아랑곳하지 않고 깐 족대는 것을 자주 볼 수 있다."
1208,"리액션도 찐텐으로 거침없어서, 자기가 사기를 당하면 [20] 갑자기 억울하고 분한 듯한 분노를 표출하면서 괴성을 지르고 하스 스톤에 대한 비난과 폭언 및 욕, 상대의 운 빨을 논하며, 의자나 침대 시트를 발이나 주먹으로 치는 등 분노를 표출하고 [21], 반대로 자기가 좋은 상황이 나오면 괴성을 지르며 물개 박수를 치면서 좋아한다."
1209,한 턴한 턴마다 욕과 웃음이 휙휙 오가는 모습이 일품. 그나마도 뒤로 가면 갈 수록 이성이 사라져 가는 룩삼의 모습을 볼 수 있다.
1210,"하마 코가 사라진 이후엔 선수로서의 모습보단 해설에 더 치중한 모습을 보이고 있으며, 본인도 선수보다는 해설 쪽에 더 욕심이 있다고"
1211,"그러나 대회에서는 체력 회복을 할 수 없는데도 그냥 6 턴에 리 노를 내서 필드를 잡는 등 과감한 플레이를 하며, 그럴 때마다 시청자들은 묘수 충이라며 욕을 하지만 대체로 그런 플레이가 먹혀들어 승리하는 모습을 자주 보여준다."
1212,' 돈 미 새' 드립은 1분 47초부터. 시미 새는 돈 미 새라고 욕하는 시청자들에게 난 돈보다 너네
1213,"젠장 할 맞을! : 룩 삼이 나이가 들면서 점점 16 룩 삼의 매운맛이 빠지고 점점 순한 맛 룩삼이 되었는데, 예전 룩 삼 같았으면 씨발을 바로 박았을 상황에서 방송 수위를 낮춘다고 욕 대신 ' 젠장 맞을!' 을 사용하기 시작했다."
1214,하지만 케 인이 개최한 트위치 스트 리머 배 틀에서 렐라의 용 차 전에 패배하며 대 굴욕을 맛봤다.
1215,시청자 수 언급 금지게임 시작 시 게임과 관련 없는 이야기 금지 욕설금지 시청자 간 닉 언 금지 [19] 완 장질 금지( 예를 들어 ~~ 하지 말아 주세요 같은 말) 앵무 새( 같은 말 반복) 금지 필요없는 말 금지( 좀 이따가 올게요 등) 사칭+ 어 그로 사건 전에 TV 벵 골을 사칭한 V 벵 골 T를 포함한 사람들 [20] 이 여러 벵골과 전혀 관련 없는 영상에 어 그로 [21 ]를 끌고 어 그로와 함께 1도 관련 없는 벵골의 영 상의 링크를 함께 뿌려 놓는 등 일명 신고 테러를 먹였다.
1216,특히 해외 게이 머들 사이에서는 괜히 로스트 아크 영상에 와서 디아블로 이모 탈 욕을 하는 유저가 있을 정도로 이런 경향이 두드러졌다.
1217,"유저들이 그렇게도 원하던 밸런스 패치였음에도 불구하고 기존 세트 아이템의 부실한 디자인 [17 ]이나 아무 효과 없는 전설에는 전혀 손대지 않고 딜 링 수치만 뻥튀기 시켜 놓았기 때문에, ' 디아블로 이모 탈 발표로 욕먹으니까 부랴부랴 수치만 뻥튀기해서 패치라고 내놓았다' 는 혹평을 듣기도 했다."
1218,히 오스 커뮤니티를 살펴보면 폐지와 관련하여 이게 다 디아블로 이모 탈 때문이라면서 디아블로 이모 탈을 욕하는 의견들을 자주 볼 수 있다.
1219,( 여자 김 민 교) 방송 채팅 창에서 본인을 칭찬하는 채팅이나 욕하는 채팅은 기가 막히게 찾아서 읽어 낸다.
1220,"대회 관전 중 막말 사건 2020년 7월 21일, 파이 디스 시즌 4에서 친분이 있는 구루 미의 경기를 응원하다가 구루 미를 제외한 4명의 BJ 들에게 "" 빅토르나 지 키라고 개병 X 쓰레기 같은 새 X 들아"" 라고 욕을 하였다."
1221,"플레이 성향은 매우 공격적인 편으로 죽지만 않는다면 좋은 딜 량을 뽑아내지만, 그만큼 데스도 많다는 것이 문제. CS 욕심이 매우 많아서 티어 대비 CS를 잘 챙기는 편이지만, 한 타시 CS 먹느라 합류가 늦거나 하는 단점도 있다."
1222,월 28일 트위치가 맛이 가서 유 튜브 생방송을 켰는데 세계 각지에서 온 시청자들과 각종 어 그로 꾼 들이 많아서 곤욕을 치뤘었다.
1223,"이후에는 부모님의 요청과 본인의 자중하려는 노력으로 욕설을 줄이면서 클린방송을 지향하며 그림 방송, 하스 스톤, 스팀 게임을 했다."
1224,그 이후에 훈수 충에 화내는 정도가 아닌 완벽한 정색으로 인한 분위기 급 냉각과 다시 보기 삭제가 그때의 패턴. 당시만 해도 다시 보기가 지워 지는 경우가 잦았으며 아직도 김 도의 채널피드에 걸려 있는 17년 3월 초반의 욕을 하지 않겠다는 공지가 그때의 유산이다.
1225,"금지 단어 리스트를 따로 공지한 적은 없지만 채팅을 하다 보면 욕설은 물론이고 다른 방에서는 일상적으로 쓰이지만 누군가는 불편할 수 있는 단어들도 의외로 꽤 많이 채팅 금지 단어로 지정하고, 그 일환으로 ' 트수 포차' 라는 대담 형식의 트위치 쇼 코너 섭외가 왔을 때는 ' 트수 포차' 의 ' 트수' 라는 표현을 문제 삼아 섭외를 거부한 적도 있을 정도. 개인방송에서 트수 표현에 대한 거부감의 이유에 대해 섭외 이전부터 밝힌 것에 따르면, 트위치 + 백수가 합쳐 져서 만든 트수라는 표현은 어디까지나 자학적 표현이고, 그런 자학적 표현을 아무렇지 않게 쓰는 건 결코 바람직한 일이 아니기 때문이란 것이었다."
1226,목욕을 시킬 때도 마지못해 하긴 하지만 김도를 할퀴진 않는다고
1227,현자 타임이 극심했던 모양인지 다시는 안 한다고. 이때 나온 드립은 ' 긴급 딸 출' 과 ' 자급자 딸' 게임 방송에 욕과 탈모 드립이 난무하는 분위기에도 불구하고 열성 소녀 팬이 존재했었다.
1228,"이 현상을 적나라하게 보여주는 것이 바로 2019년 6월 12일 방송. 당시 김도는 무분별한 드립 난발 때문에 채팅 창에서 탈모 드립 좀 그만 해 라 라는 주제로 싸움이 터지자, 탈모 드립을 금지해도 욕먹을 거고, 허용해도 욕 먹을 거라면 서 자신은 지금 가 불기에 걸려 있다고"
1229,"진심으로 욕을 하기 시작. 이렇게 진심으로 김도 가 화를 냄에도 불구하고 눈치 없는 시청자들은 방송 컨셉인 줄 알고 "" 도 is coming"", "" 택을 넘어서 기까지 갈 듯 엌 ㅋㅋ"" 라는 식으로 계속 눈치 없는 행동을 해 댔고, 결국 김도는 방송을 시원하게 쌍 욕을 박은 뒤 빡 종하고 다시 보기를 삭제. 다음 날인 6월 13일에 전날 홧병의 영향인지 응급실에서 링겔을 맞는 모습으로 방송을 켰고, 집으로 와서 도 네이션 등을 전부 끈 다음, 탈모 드립 허용 vs 비 허용을 두고 김 vs 도의 내면의 싸움이라는 컨셉으로 거울만 바라보고 아무 것도 안하는 컨텐츠를 3시간 동안 진행했다."
1230,"이에 대해선 19년 6월 12일에 시청자들과 싸우면서 할 말은 해야겠다며 속마음을 말하길, ' 사람이 원래 급 발진 하고 빡 치면 욕도 박고 하는 거지 김이 뭐니 도가 뭐니 하는 거 이해 안된다."
1231,"김 도가 마이 티 No.9를 플레이하며, 똥통 속으로 말려 들어가는 게임성에 감탄하고, 각종 허 탄 과 욕지거리를 흘리며 플레이 하다 중간에 화장실을 갔는데, 직전 산다 박사가 나오던 장면이라 빡 쳐 하다 화장실로 가며 명대사를 하나 내 뱉었 다. "" 아 산다 박사님! 산다 박사님 보니 갑자기 싸고 싶어 졌어."
1232,벌 쳐: 단순히 닮은 것만이 아니라 욕조를 끌고 와서는 이리 저리 끌며 벌 쳐 대사를 외쳤다.
1233,"참조.( 배를 버려 라): 스타 크래프트 2의 테란 유닛 전투 순양함의 대사( 아아 좋다): 줌 비니의 노지 기 선장의 대사( 스캔): 스타 크래프트의 통신 위성 중계소에서 나오는 스캔 소리. 2020년 8월 2일 폴 가 이즈 켠 왕을 하면서 저격 가능이라고 명시해 놓자 욕지거리 광기가 살아날 정도로 저격을 당하다 지친 것인지 저격을 피할 신기술을 개발했다면서 캠에 의자 만이 남아 있는 장면을 캡처해 두고 큐를 잡을 때마다 그 장면으로 페이드시키는 식으로 투명화(... )를 했는데, 시청자들이 클 로킹 드립을 치며 스캔을 뿌리려고 하자 시 그니 처에 추가시켰다."
1234,"년 12월 24일, 작년에는 오버워치로 진행했던 산 탈모할 아버지 컨텐츠, 평상시보다 약간...? 욕이 더 들어가고 표현이 직접적이 되는 상태에서 데 바데 스트리밍을 진행하였다."
1235,"히 크리 트들이 이를 꽉 깨물고 대놓고 쌍 욕까지 날려 대면서 살벌한 채팅 창 분위기를 만들었고, 김도는 이에 대해 방송이 끝날 때쯤 그런 것에 대해 질려 버렸다는 반응을 보였고 그 이후로는 아예 히오스를 방송에서 하지 않고 있다."
1236,"자기 최종 목표는 실력을 쌓아서, 저번에 굴욕을 준 똘삼을 이기는 거라고 말했다."
1237,"인터넷 방송에서 온라인 게임을 플레이할 때에 스트리머를 저격하는 일은 종종 벌어지곤 하는 일이 긴 하지만 김 도가 특히 분노할 수밖에 없었던 것은 이들이 시스템적인 허점을 악용하여 밴을 당하지 않는 범위 내에서 트롤링과 중국어 욕, 일 베 드립 등의 행위를 병행하였으며, 그것이 장시간 동안 지속적으로 이루어졌기 때문이다."
1238,월 24일 몰래 온 손님인 공혁준과 함께 < 맛 없는 녀석들: 먹어는 드립 니다 >를 진행하여 본격 식욕 억제 방송의 진수를 보여주었다.
1239,다만 성격은 둠 피스트 머리처럼 둥글둥글 해서 방송 중에 욕을 하는 경우가 거의 드물다.
1240,뭐니 쌍 욕하면서 핵으로 몰고 가서 게임도 못하게 만들고 이제는 이런 영상 박제까지 해서 자세히 알지도 못 하면서 막말하는 거 그만했으면 좋겠습니다.
1241,뭐니 쌍 욕하면서 핵으로 몰고 가서 게임도 못 하게 만들고 이제 이런 영상 박제까지 해서 자세히 알지도 못 하면서 막말하는 거 그만했으면 좋겠습니다.
1242,[9] 트위치는 비교적 어린 시청자들이 적어 채팅이 클린한 편이다.
1243,# 손가락 욕을 중지 대신 약지를 올려 순화시켜 사용한다.
1244,"년 11월부터 하스 스톤과 데 바데를 하며, 다른 게임은 욕이 줄어들면 그 때 방송한다고 한다."
1245,"는 말이 있지만 [42], 해외의 팬들에게는 국내에서 판매하는 샤이닝스타의 관련 굿 즈 구하기가 어려운 상황에서 멤버십을 구독하면 공식에서 굿즈를 보내주는 이점과 영상을 보는 중간에 광고 나 워터 마크와 버츄 얼 유 튜버 채나라가 눈에 거슬려서 클린 버전을 보고 싶어 하는 해외의 팬들에게 기존에 선택지는 가격이 1 화 당 1650원으로 너무 비싼 MBC의 VOD 나, 저작권 문제로 해외 IP 사용이 제한 되어 있는 wavve와 같은 스트리밍 서비스로만 볼 수 있어서 이용하기 까다로운 선택지밖에 없었지만, 이제는 멤버십을 이용하여 불편함 없이 클린 버전의 VOD를 볼 수 있는 선택지가 추가 되어 해외 팬들에 겐 좋은 펑 가를 받고 있다."
1246,그래도 군대를 갔다와서는 방송 컨셉이 이전보다 클린 해졌고 본인도 어떻게든 변해 가는 시장에 맞춰 가는 중이었으며 군입대로 유 튜브가 묶여 있었기 때문에 복귀 버프를 디딤돌 삼아 성장세가 더 두드러질 것으로 예상됐었다.
1247,게다가 2020년 12월 중 고인 모욕 및 외모 비하 사건으로 인해 여태까지 쌓아 온 것 들이 크게 흔들릴 전망이다.
1248,"이런 점이 가장 잘 드러나는 게 바로 물의를 저지른 게스트 출연 방송. 철 구 특유의 막장스런 거친 캐릭터와 방송 흐름을 컨트롤하는 능력을 잘 살려서 정말 중 범죄자가 아닌 이상, 물의를 일으킨 게스트가 철 구와의 밀고 당기기 식 티 키 타 카를 통해서 어느 새 철 구가 밉상이 되어 대신 욕을 먹고 있고 게스트들의 논란들은 어느 샌가 희석되어 버린다."
1249,( 흔히 욕 받이를 세운다고 한다.
1250,이러한 욕 받이 세우 기와 그로 인해 생기는 억지 어 그로가 웃음을 줄 때도 있지만 과하거나 선을 넘는 느낌을 주기도 한다.
1251,[34] 또 하나의 단점이라면 방송을 위해서는 본인 및 게스트를 욕 받이로 만드는 데 거리낌이 없다.
1252,"그로 인해 그걸 견디기 힘든 게스트들은 실제 힘들어 하기도 하고, 욕 받이가 되었을 때 방송을 망치면 일부 악성 철 구 팬들의 타겟이 되기 때문에 단기간에는 좋지만 장기적으로는 리스크가 크다고"
1253,방송이 마음에 안 든다는 여론이 강해 지면 ㄵ으로 채팅이 도배되고 철 구에게 온갖 욕설과 비난을 퍼붓는다.
1254,"보통 이렇게 채팅 창이 과한 욕설과 비하, 이간질 발언 등으로 난무하게 되면 보통 BJ 와 매니저가 강 퇴 등의 기능을 통해 채팅 창을 실시간 관리하나 꽤 오랫동안 철 구의 방송엔 이를 관리하는 매니저도 없으며 이렇다 할 기준도 없었다."
1255,더 나 아가 채팅 창에서 시청자들이 자신을 비판하거나 욕하면 같이 욕설을 주고받으며 싸우는 모습도 자주 보였다.
1256,수백 수천명의 시청자가 갑자기 몰려가 욕설과 도배를 일삼으면 방송 진행이 불가능해 지기 때문. [60] 그러나 이런 악질 문화는 시즌 3를 거치며 급격히 완화되었다.
1257,"직접적 욕설이 적더라도 수만명의 시청자가 일시에 꺼져 라, ' 닥쳐 라, 노 잼이다, 나가라, 누구 버려 라' 등의 공격성 채팅이 이어지면 방송 진행하는 입장에서 BJ 의 멘 탈은 박살 나 버릴 수 밖에 없다."
1258,본인이 방송에서 ' 연지를 욕하는 사람은 절대 용납이 안 된다.
1259,"본인이 GG 치는 상황이 나올 시 키보드 난타( 일명 샷 건), 쌍 욕과 방플드립이 95% 확률로 나온다."
1260,"14-15 년도 철 빡이 들 과 달리 현재는 너무 단조로운 성 드립, 욕설이 주를 이뤄 재미도 없고 식상 하다는 평을 받고 있다."
1261,쓴 굴욕의 맛을 볼 수 있다.
1262,"10 강을 띄우는 게 정말 희박한 확률인데 철 구는 이마 저도 마다 않고 여러 개를 띄워 버려 금 손의 모습을 보여주나, 방송 욕심( 혹은 한방 심리) 을 저버리지 않고 무기상자를 나오는 대로 까 버리다 망하는 경우가 대부분. 리 니지 1에 빠진 철 구의 주 목표는 공성전 콘텐츠를 하면서 성을 먹겠다는 것으로 [47] 이기 광과 갓 성은 과의 도원 결의를 맺기도 했다."
1263,"온갖 기행, 욕설, 드립이 난무하는 철 구방송에서 가장 클린한 콘텐츠이다."
1264,콘셉트가 모두 까기 콘셉트 가라 나 이를 막론하고 모두에게 욕설을 하는 거친 언사로 방송을 하지만 철 구에게 욕하는 일은 절대로 없다.
1265,철 구의 방송 채팅이 워낙 더럽기 때문에 최 군 이야기를 하는 순간 채팅 창이 어 그로와 욕으로 도배되기 때문이다.
1266,욕밧 산 - 2014년 이전부터 철 구방송의 열혈이 자 철 구가 의지할 만한 형님이다.
1267,"거루 - 야외방송, 술 먹 방 비제이. 늦은 나이에 비제이를 시작하여 동생들에게도 굴욕을 보인적이 한두 번이 아니다."
1268,"만만 - 리 니지 전문 비제이. 철 구는 리 니지 자체보단 리니 지에서의 강화, 뽑기 등 도박적 요소가 가미된 부분에 주목 하여 콘텐츠화(+ 본인의 사리 사욕) 했는데 한창 이기 광, 갓 성은 등과 함께 리 니지를 할 적에 초대한 적이 있다."
1269,"청개구리 같은 철 구 방송 시청자들의 특징이 나오는 대목. 씹선 비: 방송 도중 방송에 참여하지 않고 빼는 모습, 혹은 실제 인간관계나 매너 등을 고려하는 모습 등을 보이면 선비라고 욕한다."
1270,그러나 ...15 화 - 힙 합 밀 당 남 - 쇼 미 더 머니 육지 담 패러디를 대낮의 길거리에서 진행하는데 ...16 화 - 남자의 허세 - 남자가 남자끼리 있을 때와 여자와 있을 때의 차이는 ?17 화 - 욕심의 최후 - 신태일과 철 구가 햄버거를 먹는데 ...18 화 - 인생에서 필요한 금이 3개가 있습니다
1271,"여자친구가 ' 개처럼 짖어서 삐친 걸 풀어 주는 걸 좋아하는' 취향이었기에, 거기 맞춰 그렇게 지내는 게 일상이 되었고 그러다 보니 전에 비해 욕도 줄고 많이 차분 해진 성격이 되었다고"
1272,그리고 과 몰입 시청자들을 욕하는 또 다른 과 몰입 시청자들이 생기며 댓 글은 흙탕물이 되었고 과 몰입을 자제해 달라는 게시 글의 의미가 흐려 지고 말았다.
1273,타 롤 스트리머의 팬들이 생방송에 찾아와 무분별한 비난과 욕설을 해 대는 바람에 정신력이 많이 갉아 먹혔다고.
